iter	Logloss
141	0.3731886276
142	0.3708269477
143	0.3693008706
144	0.368647602
145	0.3683080136
146	0.3679569072
147	0.3674811192
148	0.3670209546
149	0.3666805941
150	0.3659060949
151	0.3655322078
152	0.3648770455
153	0.3642929814
154	0.3624960237
155	0.361657726
156	0.3606674901
157	0.3602638666
158	0.3599012545
159	0.3593425328
160	0.3589211235
161	0.3586084195
162	0.356406844
163	0.356137988
164	0.3558559754
165	0.3551611598
166	0.3545175695
167	0.3540280959
168	0.3537646886
169	0.3533649736
170	0.353096925
171	0.3526498957
172	0.3521620961
173	0.3516201581
174	0.3511514503
175	0.3498694442
176	0.3496357401
177	0.3488140057
178	0.3485819884
179	0.3483077472
180	0.3479817499
181	0.3475495097
182	0.3469803455
183	0.3465374583
184	0.3461678376
185	0.3448552604
186	0.3443179229
187	0.3437774337
188	0.3435315612
189	0.3430997768
190	0.3420712033
191	0.3416365515
192	0.3411950169
193	0.3406969178
194	0.3400693128
195	0.3394960958
196	0.3391288446
197	0.3386978983
198	0.3383172335
199	0.337159832
200	0.3368306326
201	0.3364442169
202	0.3359882948
203	0.3349500785
204	0.3345652743
205	0.3343396869
206	0.3340387995
207	0.3337980716
208	0.3336699891
209	0.333358548
210	0.3330605939
211	0.3326944137
212	0.3321704273
213	0.3319745126
214	0.3316011255
215	0.331322894
216	0.3308991921
217	0.3305010527
218	0.3302749808
219	0.3296725733
220	0.3293494093
221	0.3290013528
222	0.3282503309
223	0.3273396635
224	0.326509403
225	0.3258981121
226	0.3256277454
227	0.3251935694
228	0.3246935548
229	0.324376518
230	0.32405176
231	0.3238737354
232	0.3236946366
233	0.323363721
234	0.3232576023
235	0.3227562624
236	0.3224335299
237	0.3222006243
238	0.3218204602
239	0.3214173042
240	0.3208789171
241	0.3205986774
242	0.3202881697
243	0.3200133631
244	0.3198591516
245	0.3195205976
246	0.3183330538
247	0.3181736522
248	0.3177830141
249	0.3175016456
250	0.3169629341
251	0.3167291991
252	0.3165531453
253	0.3162299055
254	0.3160359533
255	0.3155368928
256	0.3153505818
257	0.3152207246
258	0.315023766
259	0.3148219191
260	0.3145508167
261	0.3141585273
262	0.3140699293
263	0.3137969897
264	0.3136136639
265	0.3135070149
266	0.3130138202
267	0.3127103377
268	0.3119482917
269	0.3111746862
270	0.3104723448
271	0.3103732662
272	0.3100799872
273	0.3097112975
274	0.3089885156
275	0.3087680049
276	0.3085739458
277	0.3082290159
278	0.3080039956
279	0.3069786773
280	0.3066875172
281	0.3066000355
282	0.3063958383
283	0.3062246736
284	0.3061346661
285	0.3058826597
286	0.3055339842
287	0.304950042
288	0.3044453032
289	0.3043180153
290	0.3041388854
291	0.303734207
292	0.3034789529
293	0.3033215964
294	0.3032011598
295	0.3026655836
296	0.3020174021
297	0.3013587731
298	0.3010434572
299	0.3008050814
300	0.3007132366
301	0.3001315211
302	0.2999040555
303	0.2994499442
304	0.2989382966
305	0.2987977668
306	0.2985570608
307	0.2984733871
308	0.2983465897
309	0.2980378503
310	0.29779718
311	0.2976309466
312	0.2973454099
313	0.297075569
314	0.2967838119
315	0.2965567063
316	0.2963804047
317	0.2954815388
318	0.2953909687
319	0.2950848214
320	0.2949999009
321	0.2947932824
322	0.2946795739
323	0.2944932661
324	0.2943751098
325	0.293685857
326	0.2932911281
327	0.2931940313
328	0.2931137965
329	0.2929221003
330	0.2927844308
331	0.2918175455
332	0.2913027394
333	0.2911828357
334	0.2907895734
335	0.2905728948
336	0.2905219291
337	0.2903986709
338	0.2902622703
339	0.2900490214
340	0.2894258995
341	0.2890815636
342	0.2889190077
343	0.2887100714
344	0.2885717751
345	0.2883743335
346	0.2879844905
347	0.2879202856
348	0.2877891047
349	0.2876760376
350	0.2873520079
351	0.2871300695
352	0.2866017778
353	0.2862665423
354	0.2860734097
355	0.285740919
356	0.2854529188
357	0.2852336727
358	0.28516796
359	0.285113575
360	0.284519217
361	0.2840088324
362	0.2834573148
363	0.2833404406
364	0.2830652409
365	0.2829192712
366	0.282723648
367	0.2824512637
368	0.282078437
369	0.2819938421
370	0.2814913913
371	0.2813074474
372	0.2810483833
373	0.2805682524
374	0.2803213946
375	0.2798730924
376	0.2794123589
377	0.2791478148
378	0.2789517409
379	0.2786794968
380	0.2782687209
381	0.2776830456
382	0.2774334098
383	0.2773033149
384	0.2769639311
385	0.2765898039
386	0.2761622205
387	0.2760656264
388	0.2758807254
389	0.2757536832
390	0.2756511409
391	0.2754550342
392	0.2748883358
393	0.2746602495
394	0.2744867325
395	0.273772251
396	0.2735474565
397	0.2734359137
398	0.2733367005
399	0.2729265437
400	0.2723895717
401	0.2722867175
402	0.2718312239
403	0.2716316215
404	0.2714444712
405	0.271293185
406	0.2710752875
407	0.270983093
408	0.2707070116
409	0.2703787349
410	0.2701207589
411	0.2699418214
412	0.2697176997
413	0.2695341902
414	0.2693651848
415	0.2690810798
416	0.2689371645
417	0.2688153533
418	0.268563492
419	0.268364638
420	0.2682258259
421	0.2680695615
422	0.2679950452
423	0.2677967259
424	0.2676164237
425	0.267433667
426	0.2673384005
427	0.2671474791
428	0.2669479238
429	0.2667379231
430	0.2666480853
431	0.2665401482
432	0.266392788
433	0.266288655
434	0.2661947373
435	0.265919288
436	0.2658532062
437	0.2656617756
438	0.2656010263
439	0.2651329022
440	0.2649759237
441	0.2648347158
442	0.2646192609
443	0.2645532722
444	0.2643700221
445	0.2642807609
446	0.2641525329
447	0.2640615768
448	0.263710985
449	0.2636042397
450	0.2635042484
451	0.2633007719
452	0.2632687411
453	0.263125363
454	0.2628769914
455	0.2622894088
456	0.2621936997
457	0.2619685511
458	0.2618779394
459	0.2615480167
460	0.2613557375
461	0.2612312636
462	0.2612008242
463	0.2608854585
464	0.2608099899
465	0.2607819572
466	0.2607468717
467	0.2606440791
468	0.260565834
469	0.2604728286
470	0.2604477066
471	0.260067825
472	0.2600138997
473	0.2598441278
474	0.2597780056
475	0.2595597663
476	0.2595010261
477	0.2594289262
478	0.2592693357
479	0.2592372076
480	0.2590780703
481	0.2589005138
482	0.2588629643
483	0.2583688072
484	0.2582187317
485	0.2580386998
486	0.2579472723
487	0.2578772475
488	0.2576724376
489	0.2575579744
490	0.2574022727
491	0.2573727776
492	0.2572390337
493	0.2571758252
494	0.2570342093
495	0.2569108331
496	0.2567085884
497	0.2566426416
498	0.2565455935
499	0.2564347589
500	0.2563258978
501	0.2561646525
502	0.2560100733
503	0.2558680071
504	0.2557865185
505	0.2556750297
506	0.2555853053
507	0.2555537736
508	0.255472112
509	0.2552996681
510	0.2552536208
511	0.2550831861
512	0.2550458933
513	0.2549178025
514	0.2548383095
515	0.2547937095
516	0.2545995688
517	0.2544630338
518	0.2544168484
519	0.2543073544
520	0.2541473103
521	0.2541113687
522	0.2539364745
523	0.2536811267
524	0.253631483
525	0.2536123311
526	0.25357958
527	0.2534254314
528	0.2533593815
529	0.2533114124
530	0.2532835431
531	0.2532103322
532	0.25309201
533	0.2530365145
534	0.2529823985
535	0.2529295853
536	0.2527783539
537	0.2525600177
538	0.2524170669
539	0.2523696237
540	0.2522442816
541	0.2520134429
542	0.2518948109
543	0.2517436855
544	0.2517049284
545	0.2516359623
546	0.2514328836
547	0.2513885959
548	0.2513462427
549	0.251176436
550	0.2510062465
551	0.2509707217
552	0.2509002719
553	0.2508118159
554	0.2502734635
555	0.2502110962
556	0.2501383144
557	0.2501096613
558	0.2499962116
559	0.2499460893
560	0.2497828147
561	0.2496724106
562	0.2495399991
563	0.2494710585
564	0.2494518278
565	0.2493997511
566	0.2492960274
567	0.2492294787
568	0.2491726471
569	0.2491242674
570	0.2489956206
571	0.2489528958
572	0.2487946452
573	0.2487427991
574	0.2486651516
575	0.248566017
576	0.2484287167
577	0.2482761069
578	0.2481690395
579	0.2481104963
580	0.2480508413
581	0.2475675857
582	0.2474031673
583	0.2473103637
584	0.2472790333
585	0.2472169132
586	0.247180653
587	0.2471393984
588	0.2471167924
589	0.2470375093
590	0.2469896862
591	0.2469123527
592	0.2468886216
593	0.2468420048
594	0.2467716751
595	0.2467038464
596	0.2466601562
597	0.2465814425
598	0.246526834
599	0.2464814166
600	0.2464597058
601	0.2464003524
602	0.2463238692
603	0.2461580621
604	0.2461198778
605	0.2460361149
606	0.2459545204
607	0.2458573007
608	0.2457153806
609	0.2456589203
610	0.2455894885
611	0.2455190764
612	0.2454400509
613	0.2453399817
614	0.245070948
615	0.2448126304
616	0.244641787
617	0.2444393901
618	0.2443233358
619	0.2442704686
620	0.2441322526
621	0.2440556887
622	0.2440265049
623	0.2439585513
624	0.2438122723
625	0.2437031156
626	0.2435464342
627	0.2434138679
628	0.2433445768
629	0.2432344727
630	0.2430046392
631	0.2429717503
632	0.2429526957
633	0.2428755523
634	0.2427681108
635	0.2424901979
636	0.2424208237
637	0.2423419173
638	0.2422204299
639	0.2420442439
640	0.2418446588
641	0.2417917612
642	0.2417683187
643	0.2416895224
644	0.2416015777
645	0.2415015766
646	0.2414165022
647	0.2411148174
648	0.2409136698
649	0.2408551589
650	0.2407714972
651	0.2407220464
652	0.2405591888
653	0.2405027414
654	0.2404355745
655	0.2403233287
656	0.2402248877
657	0.2401384584
658	0.240076628
659	0.2400478959
660	0.239920519
661	0.2397954953
662	0.2397089941
663	0.2396474292
664	0.2395263877
665	0.2395064594
666	0.2394304592
667	0.239081088
668	0.2389763734
669	0.2389021549
670	0.2387251306
671	0.2386685228
672	0.2386342514
673	0.2383170253
674	0.2382725211
675	0.2382503626
676	0.2379468457
677	0.2376707072
678	0.2373482142
679	0.2370004829
680	0.2368655376
681	0.2367546401
682	0.2367005895
683	0.2365774554
684	0.2363235773
685	0.2360618509
686	0.2358242624
687	0.2354943119
688	0.2354258069
689	0.2353818091
690	0.2352414366
691	0.2349033476
692	0.2348676116
693	0.2347979378
694	0.2347614802
695	0.2347423261
696	0.2346681654
697	0.2344526503
698	0.2343960368
699	0.2342281842
700	0.2341913169
701	0.2339812877
702	0.2339118547
703	0.2338564149
704	0.2336637431
705	0.2336440387
706	0.2335508952
707	0.23349313
708	0.2334789133
709	0.2334261396
710	0.2332571868
711	0.2331513798
712	0.2331020862
713	0.2330716114
714	0.2329921965
715	0.2328204627
716	0.2328048535
717	0.2326113362
718	0.232540869
719	0.2324117119
720	0.2322799835
721	0.2322492526
722	0.2321781072
723	0.23213205
724	0.2320681097
725	0.2319909701
726	0.231947947
727	0.2317939394
728	0.2317357586
729	0.2316903325
730	0.2316718832
731	0.2315296523
732	0.2314506342
733	0.2313591301
734	0.2312736323
735	0.2310955065
736	0.2310468233
737	0.2308174363
738	0.2307088394
739	0.2306523237
740	0.2305093415
741	0.2304034921
742	0.2302482506
743	0.2301089441
744	0.2300693538
745	0.2300443087
746	0.2299450483
747	0.2298315207
748	0.229784301
749	0.2296324582
750	0.2295797534
751	0.229477443
752	0.2294397527
753	0.2294067538
754	0.2293400746
755	0.2292233719
756	0.2291914396
757	0.2291014755
758	0.2290671812
759	0.2290476162
760	0.2289486808
761	0.2288015511
762	0.2287617094
763	0.2287243548
764	0.2286272076
765	0.2284994706
766	0.2284819671
767	0.2283927691
768	0.2282703175
769	0.2282537671
770	0.2281897163
771	0.2281715796
772	0.2280783496
773	0.2280591233
774	0.2279836491
775	0.2279306739
776	0.2279099335
777	0.2278402954
778	0.2278187076
779	0.227774892
780	0.2277125108
781	0.2276407944
782	0.2276119493
783	0.2274914428
784	0.2274644554
785	0.2274282404
786	0.2273167283
787	0.227127724
788	0.2270690493
789	0.2270067541
790	0.2268902573
791	0.2268242576
792	0.2267459446
793	0.2267188081
794	0.2266268813
795	0.2264511692
796	0.2263463975
797	0.2262769238
798	0.2261395455
799	0.2260125261
800	0.2258690219
801	0.2257927634
802	0.2256751145
803	0.2256456368
804	0.2255367915
805	0.2254211244
806	0.225388368
807	0.2253739033
808	0.2253570053
809	0.2252497776
810	0.225191422
811	0.2249892668
812	0.2249517104
813	0.2248868701
814	0.2247308299
815	0.2246583745
816	0.2246226703
817	0.2246076164
818	0.224553309
819	0.2245265744
820	0.2244840796
821	0.2243587388
822	0.2243325076
823	0.2242824673
824	0.2242520217
825	0.2241900275
826	0.224070923
827	0.2240573716
828	0.2239891375
829	0.2239220638
830	0.2238848431
831	0.2238614529
832	0.2238160766
833	0.2237861684
834	0.223752743
835	0.2236079896
836	0.2235887707
837	0.2235587274
838	0.2234729788
839	0.2234422923
840	0.2234201433
841	0.2233950765
842	0.2231702289
843	0.2231494136
844	0.223113815
845	0.2230964834
846	0.2229448035
847	0.2228489157
848	0.2228272512
849	0.2227984546
850	0.2227785885
851	0.2227398209
852	0.2227098047
853	0.2226476261
854	0.2226263733
855	0.2226122086
856	0.2225855875
857	0.2225274792
858	0.2225145485
859	0.2223818242
860	0.222324706
861	0.2223123525
862	0.2222578345
863	0.2221986234
864	0.2221803986
865	0.222157832
866	0.2221365298
867	0.2220806567
868	0.2220535592
869	0.2220253843
870	0.2219419219
871	0.2218353327
872	0.2217489515
873	0.2216918305
874	0.2214900747
875	0.2212613914
876	0.2212352152
877	0.2212213488
878	0.2210822888
879	0.2209926672
880	0.2209773216
881	0.2209648067
882	0.2209404241
883	0.2209246301
884	0.2209032721
885	0.2208307019
886	0.2207037547
887	0.2206866919
888	0.2206618645
889	0.2206488446
890	0.220636694
891	0.2206067951
892	0.2205914929
893	0.2205754444
894	0.2205211789
895	0.2205094453
896	0.2204650251
897	0.2204522703
898	0.2204307357
899	0.2203310363
900	0.2203076665
901	0.2202881992
902	0.2202680857
903	0.2202498357
904	0.2202334057
905	0.2201673321
906	0.2201464885
907	0.2201221489
908	0.2201105276
909	0.2200633238
910	0.2200334882
911	0.2200087609
912	0.2199822091
913	0.2199656565
914	0.2199531129
915	0.2198081603
916	0.2197219393
917	0.2196285086
918	0.2195506214
919	0.219496864
920	0.2194134313
921	0.2193382245
922	0.2192810358
923	0.2192618439
924	0.2191940889
925	0.2191309141
926	0.2191136813
927	0.219102563
928	0.2190795161
929	0.2190595571
930	0.2190348458
931	0.2189849233
932	0.2188270837
933	0.2187402404
934	0.2185780118
935	0.2184615395
936	0.2182775137
937	0.2180779936
938	0.2179906399
939	0.2178813885
940	0.2178584571
941	0.2178470447
942	0.2178311303
943	0.2178108001
944	0.2177788488
945	0.2177681414
946	0.2176598127
947	0.2176314406
948	0.2176102061
949	0.2175404434
950	0.2175284566
951	0.2175114018
952	0.2174869363
953	0.2174361486
954	0.2173333264
955	0.2173036756
956	0.2172390156
957	0.217225639
958	0.217206457
959	0.2171611914
960	0.2171195373
961	0.217055623
962	0.2170435194
963	0.2170150098
964	0.2170005937
965	0.2169552402
966	0.2169358704
967	0.2168826969
968	0.2168723466
969	0.2168020046
970	0.2167221784
971	0.2166756603
972	0.2166586237
973	0.2166165517
974	0.2165769089
975	0.2164793924
976	0.2164533818
977	0.2164465833
978	0.2164361486
979	0.2164082957
980	0.2163820386
981	0.2162972483
982	0.2162243269
983	0.2162146736
984	0.2161273165
985	0.2161067062
986	0.2160961223
987	0.2160443619
988	0.2159676381
989	0.2159467022
990	0.2159370409
991	0.2159125743
992	0.2158939949
993	0.2158613458
994	0.2158204847
995	0.2158116685
996	0.215803575
997	0.2157919296
998	0.2157638958
999	0.2156500362
1000	0.2156369029
1001	0.2156242143
1002	0.2156146967
1003	0.2155686838
1004	0.2155545106
1005	0.2155114406
1006	0.2155008107
1007	0.2154620863
1008	0.2154518939
1009	0.2153421021
1010	0.215324907
1011	0.2152590346
1012	0.2150762181
1013	0.2149277892
1014	0.2149156809
1015	0.2148982179
1016	0.2148910439
1017	0.214813191
1018	0.2147944019
1019	0.2147147206
1020	0.2145784239
1021	0.2144155016
1022	0.2143591114
1023	0.2143128714
1024	0.214136485
1025	0.2140386168
1026	0.2140270338
1027	0.2140189206
1028	0.2140073952
1029	0.2139892815
1030	0.2139777695
1031	0.2139097105
1032	0.2138867738
1033	0.2138367459
1034	0.213829366
1035	0.2138045344
1036	0.2137853112
1037	0.2137063587
1038	0.2136941116
1039	0.2136782005
1040	0.2135770467
1041	0.213565962
1042	0.213558884
1043	0.2134648883
1044	0.2133936395
1045	0.2133309424
1046	0.2132954685
1047	0.2132530667
1048	0.2132097071
1049	0.2131951495
1050	0.2131628898
1051	0.213121424
1052	0.2131127887
1053	0.2130739067
1054	0.2130350373
1055	0.2129985338
1056	0.2129892415
1057	0.2129475478
1058	0.2128861444
1059	0.2127949278
1060	0.2127878932
1061	0.2127378385
1062	0.212583572
1063	0.2124352492
1064	0.2124102297
1065	0.2124012243
1066	0.2123863284
1067	0.2123628996
1068	0.2123053141
1069	0.2122911088
1070	0.2122674397
1071	0.2121824921
1072	0.2121643075
1073	0.2121538819
1074	0.2121359127
1075	0.2121231438
1076	0.2120860791
1077	0.21206902
1078	0.2120622681
1079	0.2120239083
1080	0.2120174281
1081	0.2119926892
1082	0.2119275426
1083	0.2119046709
1084	0.2118578018
1085	0.2118424196
1086	0.2118284936
1087	0.2117855464
1088	0.2117621628
1089	0.2117553445
1090	0.211742283
1091	0.2117260475
1092	0.211713818
1093	0.2117007468
1094	0.2116849613
1095	0.2116748377
1096	0.2116404841
1097	0.2116334023
1098	0.2116270021
1099	0.2116073098
1100	0.2115750912
1101	0.211544872
1102	0.2115109107
1103	0.2114790513
1104	0.2114472429
1105	0.211389469
1106	0.2113457294
1107	0.2113106642
1108	0.2112312282
1109	0.2112243516
1110	0.2112143885
1111	0.2111571199
1112	0.2111183439
1113	0.2111005025
1114	0.2110909468
1115	0.2110814746
1116	0.2110685039
1117	0.2109688606
1118	0.2109630545
1119	0.2109483874
1120	0.2108040371
1121	0.2107524287
1122	0.2107460306
1123	0.2107343863
1124	0.210717417
1125	0.2106938315
1126	0.2106340103
1127	0.2106258154
1128	0.2106103863
1129	0.2106025664
1130	0.2105740667
1131	0.2105679674
1132	0.2105612546
1133	0.2104763895
1134	0.2104659734
1135	0.210444732
1136	0.2103167101
1137	0.2103080959
1138	0.2102969291
1139	0.2102910887
1140	0.210285328
1141	0.2102066649
1142	0.2101571864
1143	0.2101172619
1144	0.2101056329
1145	0.210096341
1146	0.2100764522
1147	0.210020822
1148	0.2100097382
1149	0.2099991331
1150	0.2099918396
1151	0.2099703748
1152	0.2099467839
1153	0.2098993757
1154	0.2098301498
1155	0.2097790024
1156	0.209763343
1157	0.209754735
1158	0.2097346494
1159	0.2097137657
1160	0.2096661467
1161	0.2096459466
1162	0.2096190506
1163	0.2095998772
1164	0.2095807223
1165	0.2095710337
1166	0.2095522363
1167	0.2095163546
1168	0.2095029952
1169	0.209481613
1170	0.2094732884
1171	0.2094686619
1172	0.209459139
1173	0.2094510069
1174	0.2093252265
1175	0.2091795714
1176	0.2091637622
1177	0.2090994131
1178	0.2090915423
1179	0.2090845125
1180	0.2090599357
1181	0.2090526968
1182	0.2090345411
1183	0.2090182226
1184	0.2089341357
1185	0.2089215199
1186	0.2089121918
1187	0.20890718
1188	0.2088890547
1189	0.2088732036
1190	0.208801599
1191	0.2087870087
1192	0.2087805426
1193	0.2087705134
1194	0.2087638218
1195	0.208755963
1196	0.2087281469
1197	0.2087220544
1198	0.2086925188
1199	0.2086138415
